"CustomerID","PersonID","StoreID","TerritoryID","ModifiedDate"
48,"NULL","1352",6,"2014-09-12 11:15:07.263"
49,"NULL","1286",7,"2014-09-12 11:15:07.263"
50,"NULL","996",8,"2014-09-12 11:15:07.263"
51,"NULL","1354",9,"2014-09-12 11:15:07.263"
52,"NULL","1284",10,"2014-09-12 11:15:07.263"
53,"NULL","994",2,"2014-09-12 11:15:07.263"
54,"NULL","1356",2,"2014-09-12 11:15:07.263"
55,"NULL","1282",1,"2014-09-12 11:15:07.263"
56,"NULL","992",1,"2014-09-12 11:15:07.263"
57,"NULL","1358",3,"2014-09-12 11:15:07.263"
58,"NULL","1280",3,"2014-09-12 11:15:07.263"
59,"NULL","990",4,"2014-09-12 11:15:07.263"
60,"NULL","1360",4,"2014-09-12 11:15:07.263"
61,"NULL","1278",4,"2014-09-12 11:15:07.263"
62,"NULL","988",5,"2014-09-12 11:15:07.263"
63,"NULL","1362",5,"2014-09-12 11:15:07.263"
64,"NULL","1276",6,"2014-09-12 11:15:07.263"
65,"NULL","986",6,"2014-09-12 11:15:07.263"
66,"NULL","782",6,"2014-09-12 11:15:07.263"
67,"NULL","1274",7,"2014-09-12 11:15:07.263"
68,"NULL","532",8,"2014-09-12 11:15:07.263"
69,"NULL","784",9,"2014-09-12 11:15:07.263"
70,"NULL","1272",10,"2014-09-12 11:15:07.263"
71,"NULL","530",2,"2014-09-12 11:15:07.263"
72,"NULL","786",2,"2014-09-12 11:15:07.263"
73,"NULL","1270",1,"2014-09-12 11:15:07.263"
74,"NULL","528",1,"2014-09-12 11:15:07.263"
75,"NULL","788",4,"2014-09-12 11:15:07.263"
76,"NULL","1268",3,"2014-09-12 11:15:07.263"
77,"NULL","556",4,"2014-09-12 11:15:07.263"
78,"NULL","790",4,"2014-09-12 11:15:07.263"
79,"NULL","1266",3,"2014-09-12 11:15:07.263"
80,"NULL","554",5,"2014-09-12 11:15:07.263"
81,"NULL","792",5,"2014-09-12 11:15:07.263"
82,"NULL","1264",6,"2014-09-12 11:15:07.263"
83,"NULL","552",6,"2014-09-12 11:15:07.263"
84,"NULL","794",6,"2014-09-12 11:15:07.263"
85,"NULL","1262",7,"2014-09-12 11:15:07.263"
86,"NULL","636",8,"2014-09-12 11:15:07.263"
87,"NULL","796",9,"2014-09-12 11:15:07.263"
88,"NULL","1260",10,"2014-09-12 11:15:07.263"
89,"NULL","634",2,"2014-09-12 11:15:07.263"
90,"NULL","798",5,"2014-09-12 11:15:07.263"
91,"NULL","1258",1,"2014-09-12 11:15:07.263"
92,"NULL","632",1,"2014-09-12 11:15:07.263"
93,"NULL","800",4,"2014-09-12 11:15:07.263"
94,"NULL","1256",4,"2014-09-12 11:15:07.263"
95,"NULL","630",4,"2014-09-12 11:15:07.263"
96,"NULL","1308",4,"2014-09-12 11:15:07.263"
97,"NULL","1254",4,"2014-09-12 11:15:07.263"
98,"NULL","734",5,"2014-09-12 11:15:07.263"
99,"NULL","1310",5,"2014-09-12 11:15:07.263"
100,"NULL","1252",6,"2014-09-12 11:15:07.263"
101,"NULL","732",6,"2014-09-12 11:15:07.263"
102,"NULL","1312",6,"2014-09-12 11:15:07.263"
103,"NULL","1894",7,"2014-09-12 11:15:07.263"
104,"NULL","730",8,"2014-09-12 11:15:07.263"
105,"NULL","1314",9,"2014-09-12 11:15:07.263"
106,"NULL","1892",10,"2014-09-12 11:15:07.263"
107,"NULL","728",2,"2014-09-12 11:15:07.263"
108,"NULL","1316",2,"2014-09-12 11:15:07.263"
109,"NULL","1890",1,"2014-09-12 11:15:07.263"
110,"NULL","1888",1,"2014-09-12 11:15:07.263"
111,"NULL","726",3,"2014-09-12 11:15:07.263"
112,"NULL","1318",4,"2014-09-12 11:15:07.263"
113,"NULL","1886",4,"2014-09-12 11:15:07.263"
114,"NULL","724",4,"2014-09-12 11:15:07.263"
115,"NULL","1320",1,"2014-09-12 11:15:07.263"
116,"NULL","1884",5,"2014-09-12 11:15:07.263"
117,"NULL","722",5,"2014-09-12 11:15:07.263"
118,"NULL","1322",6,"2014-09-12 11:15:07.263"
119,"NULL","1882",6,"2014-09-12 11:15:07.263"
120,"NULL","720",6,"2014-09-12 11:15:07.263"
121,"NULL","1324",7,"2014-09-12 11:15:07.263"
122,"NULL","1880",8,"2014-09-12 11:15:07.263"
123,"NULL","718",9,"2014-09-12 11:15:07.263"
124,"NULL","1326",10,"2014-09-12 11:15:07.263"
125,"NULL","1878",2,"2014-09-12 11:15:07.263"
126,"NULL","716",2,"2014-09-12 11:15:07.263"
127,"NULL","1328",1,"2014-09-12 11:15:07.263"
128,"NULL","1876",1,"2014-09-12 11:15:07.263"
129,"NULL","714",3,"2014-09-12 11:15:07.263"
130,"NULL","1330",4,"2014-09-12 11:15:07.263"
131,"NULL","1874",4,"2014-09-12 11:15:07.263"
132,"NULL","712",3,"2014-09-12 11:15:07.263"
133,"NULL","978",4,"2014-09-12 11:15:07.263"
134,"NULL","1872",5,"2014-09-12 11:15:07.263"
135,"NULL","710",5,"2014-09-12 11:15:07.263"
136,"NULL","980",6,"2014-09-12 11:15:07.263"
137,"NULL","418",6,"2014-09-12 11:15:07.263"
138,"NULL","708",6,"2014-09-12 11:15:07.263"
139,"NULL","982",7,"2014-09-12 11:15:07.263"
140,"NULL","416",8,"2014-09-12 11:15:07.263"
141,"NULL","706",9,"2014-09-12 11:15:07.263"
142,"NULL","984",10,"2014-09-12 11:15:07.263"
143,"NULL","520",2,"2014-09-12 11:15:07.263"
144,"NULL","704",2,"2014-09-12 11:15:07.263"
145,"NULL","522",1,"2014-09-12 11:15:07.263"
146,"NULL","518",1,"2014-09-12 11:15:07.263"
147,"NULL","702",3,"2014-09-12 11:15:07.263"
148,"NULL","524",3,"2014-09-12 11:15:07.263"
149,"NULL","516",3,"2014-09-12 11:15:07.263"
150,"NULL","700",4,"2014-09-12 11:15:07.263"
151,"NULL","526",4,"2014-09-12 11:15:07.263"
152,"NULL","650",5,"2014-09-12 11:15:07.263"
153,"NULL","514",5,"2014-09-12 11:15:07.263"
154,"NULL","626",6,"2014-09-12 11:15:07.263"
155,"NULL","648",6,"2014-09-12 11:15:07.263"
156,"NULL","512",6,"2014-09-12 11:15:07.263"
157,"NULL","628",7,"2014-09-12 11:15:07.263"
158,"NULL","646",8,"2014-09-12 11:15:07.263"
159,"NULL","456",9,"2014-09-12 11:15:07.263"
160,"NULL","658",10,"2014-09-12 11:15:07.263"
161,"NULL","820",2,"2014-09-12 11:15:07.263"
162,"NULL","454",2,"2014-09-12 11:15:07.263"
163,"NULL","660",1,"2014-09-12 11:15:07.263"
164,"NULL","818",1,"2014-09-12 11:15:07.263"
165,"NULL","506",4,"2014-09-12 11:15:07.263"
166,"NULL","662",4,"2014-09-12 11:15:07.263"
167,"NULL","816",4,"2014-09-12 11:15:07.263"
168,"NULL","504",4,"2014-09-12 11:15:07.263"
169,"NULL","804",1,"2014-09-12 11:15:07.263"
170,"NULL","814",5,"2014-09-12 11:15:07.263"
171,"NULL","502",5,"2014-09-12 11:15:07.263"
172,"NULL","806",6,"2014-09-12 11:15:07.263"
173,"NULL","812",6,"2014-09-12 11:15:07.263"
174,"NULL","500",6,"2014-09-12 11:15:07.263"
175,"NULL","808",7,"2014-09-12 11:15:07.263"
176,"NULL","446",8,"2014-09-12 11:15:07.263"
177,"NULL","688",9,"2014-09-12 11:15:07.263"
178,"NULL","810",10,"2014-09-12 11:15:07.263"
179,"NULL","444",2,"2014-09-12 11:15:07.263"
180,"NULL","686",3,"2014-09-12 11:15:07.263"
181,"NULL","1292",1,"2014-09-12 11:15:07.263"
182,"NULL","442",1,"2014-09-12 11:15:07.263"
183,"NULL","684",3,"2014-09-12 11:15:07.263"
184,"NULL","1294",4,"2014-09-12 11:15:07.263"
185,"NULL","1196",4,"2014-09-12 11:15:07.263"
186,"NULL","682",4,"2014-09-12 11:15:07.263"
187,"NULL","1296",4,"2014-09-12 11:15:07.263"
188,"NULL","1194",5,"2014-09-12 11:15:07.263"
189,"NULL","680",5,"2014-09-12 11:15:07.263"
190,"NULL","1298",6,"2014-09-12 11:15:07.263"
191,"NULL","1192",6,"2014-09-12 11:15:07.263"
192,"NULL","678",6,"2014-09-12 11:15:07.263"
193,"NULL","1300",7,"2014-09-12 11:15:07.263"
194,"NULL","1190",8,"2014-09-12 11:15:07.263"
195,"NULL","676",9,"2014-09-12 11:15:07.263"
196,"NULL","1302",10,"2014-09-12 11:15:07.263"
197,"NULL","1188",3,"2014-09-12 11:15:07.263"
198,"NULL","452",3,"2014-09-12 11:15:07.263"
199,"NULL","1304",1,"2014-09-12 11:15:07.263"
200,"NULL","1186",1,"2014-09-12 11:15:07.263"
201,"NULL","450",4,"2014-09-12 11:15:07.263"
202,"NULL","1306",4,"2014-09-12 11:15:07.263"
203,"NULL","1184",4,"2014-09-12 11:15:07.263"
204,"NULL","448",4,"2014-09-12 11:15:07.263"
205,"NULL","1404",4,"2014-09-12 11:15:07.263"
206,"NULL","1182",5,"2014-09-12 11:15:07.263"
207,"NULL","414",5,"2014-09-12 11:15:07.263"
208,"NULL","1406",6,"2014-09-12 11:15:07.263"
209,"NULL","1180",6,"2014-09-12 11:15:07.263"
210,"NULL","412",6,"2014-09-12 11:15:07.263"
211,"NULL","1408",7,"2014-09-12 11:15:07.263"
212,"NULL","1178",8,"2014-09-12 11:15:07.263"
213,"NULL","410",9,"2014-09-12 11:15:07.263"
214,"NULL","1410",10,"2014-09-12 11:15:07.263"
215,"NULL","1176",2,"2014-09-12 11:15:07.263"
216,"NULL","544",2,"2014-09-12 11:15:07.263"
217,"NULL","1412",1,"2014-09-12 11:15:07.263"
218,"NULL","1174",1,"2014-09-12 11:15:07.263"
219,"NULL","1172",3,"2014-09-12 11:15:07.263"
220,"NULL","542",3,"2014-09-12 11:15:07.263"
221,"NULL","1414",4,"2014-09-12 11:15:07.263"
222,"NULL","1170",3,"2014-09-12 11:15:07.263"
223,"NULL","1158",3,"2014-09-12 11:15:07.263"
224,"NULL","1416",5,"2014-09-12 11:15:07.263"
225,"NULL","1168",5,"2014-09-12 11:15:07.263"
226,"NULL","1156",6,"2014-09-12 11:15:07.263"
227,"NULL","1418",6,"2014-09-12 11:15:07.263"
228,"NULL","1166",6,"2014-09-12 11:15:07.263"
229,"NULL","1154",7,"2014-09-12 11:15:07.263"
230,"NULL","1420",8,"2014-09-12 11:15:07.263"
231,"NULL","550",9,"2014-09-12 11:15:07.263"
232,"NULL","1152",10,"2014-09-12 11:15:07.263"
233,"NULL","1422",2,"2014-09-12 11:15:07.263"
234,"NULL","548",2,"2014-09-12 11:15:07.263"
235,"NULL","1150",1,"2014-09-12 11:15:07.263"
236,"NULL","1424",1,"2014-09-12 11:15:07.263"
237,"NULL","546",3,"2014-09-12 11:15:07.263"
238,"NULL","1148",3,"2014-09-12 11:15:07.263"
239,"NULL","1426",4,"2014-09-12 11:15:07.263"
240,"NULL","1956",4,"2014-09-12 11:15:07.263"
241,"NULL","1146",4,"2014-09-12 11:15:07.263"
242,"NULL","1428",5,"2014-09-12 11:15:07.263"
243,"NULL","1954",5,"2014-09-12 11:15:07.263"
244,"NULL","1144",6,"2014-09-12 11:15:07.263"
245,"NULL","1430",6,"2014-09-12 11:15:07.263"
246,"NULL","1952",6,"2014-09-12 11:15:07.263"
247,"NULL","1142",7,"2014-09-12 11:15:07.263"
248,"NULL","1432",8,"2014-09-12 11:15:07.263"
249,"NULL","1950",9,"2014-09-12 11:15:07.263"
250,"NULL","1140",10,"2014-09-12 11:15:07.263"
251,"NULL","1434",2,"2014-09-12 11:15:07.263"
252,"NULL","1948",2,"2014-09-12 11:15:07.263"
253,"NULL","1138",1,"2014-09-12 11:15:07.263"
254,"NULL","472",1,"2014-09-12 11:15:07.263"
255,"NULL","1946",4,"2014-09-12 11:15:07.263"
256,"NULL","1136",4,"2014-09-12 11:15:07.263"
257,"NULL","474",4,"2014-09-12 11:15:07.263"
258,"NULL","1944",4,"2014-09-12 11:15:07.263"
259,"NULL","1134",4,"2014-09-12 11:15:07.263"
260,"NULL","476",5,"2014-09-12 11:15:07.263"
261,"NULL","1942",5,"2014-09-12 11:15:07.263"
262,"NULL","1132",6,"2014-09-12 11:15:07.263"
263,"NULL","580",6,"2014-09-12 11:15:07.263"
264,"NULL","1940",6,"2014-09-12 11:15:07.263"
265,"NULL","590",7,"2014-09-12 11:15:07.263"
266,"NULL","582",8,"2014-09-12 11:15:07.263"
267,"NULL","1938",9,"2014-09-12 11:15:07.263"
268,"NULL","588",10,"2014-09-12 11:15:07.263"
269,"NULL","584",2,"2014-09-12 11:15:07.263"
270,"NULL","1936",2,"2014-09-12 11:15:07.263"
271,"NULL","586",1,"2014-09-12 11:15:07.263"
272,"NULL","612",1,"2014-09-12 11:15:07.263"
273,"NULL","1934",4,"2014-09-12 11:15:07.263"
274,"NULL","952",3,"2014-09-12 11:15:07.263"
275,"NULL","614",4,"2014-09-12 11:15:07.263"
276,"NULL","1932",4,"2014-09-12 11:15:07.263"
277,"NULL","950",4,"2014-09-12 11:15:07.263"
278,"NULL","616",5,"2014-09-12 11:15:07.263"
279,"NULL","1930",5,"2014-09-12 11:15:07.263"
280,"NULL","948",6,"2014-09-12 11:15:07.263"
281,"NULL","618",6,"2014-09-12 11:15:07.263"
282,"NULL","1928",6,"2014-09-12 11:15:07.263"
283,"NULL","946",7,"2014-09-12 11:15:07.263"
284,"NULL","758",8,"2014-09-12 11:15:07.263"
285,"NULL","408",9,"2014-09-12 11:15:07.263"
286,"NULL","944",10,"2014-09-12 11:15:07.263"
287,"NULL","760",3,"2014-09-12 11:15:07.263"
288,"NULL","406",3,"2014-09-12 11:15:07.263"
289,"NULL","498",1,"2014-09-12 11:15:07.263"
290,"NULL","762",1,"2014-09-12 11:15:07.263"
291,"NULL","398",4,"2014-09-12 11:15:07.263"
292,"NULL","496",4,"2014-09-12 11:15:07.263"
293,"NULL","764",1,"2014-09-12 11:15:07.263"
294,"NULL","396",4,"2014-09-12 11:15:07.263"
295,"NULL","1490",4,"2014-09-12 11:15:07.263"
296,"NULL","766",5,"2014-09-12 11:15:07.263"
297,"NULL","394",5,"2014-09-12 11:15:07.263"
298,"NULL","1488",6,"2014-09-12 11:15:07.263"
299,"NULL","768",6,"2014-09-12 11:15:07.263"
300,"NULL","386",6,"2014-09-12 11:15:07.263"
301,"NULL","1486",7,"2014-09-12 11:15:07.263"
302,"NULL","770",8,"2014-09-12 11:15:07.263"
303,"NULL","384",9,"2014-09-12 11:15:07.263"
304,"NULL","1484",10,"2014-09-12 11:15:07.263"
305,"NULL","772",2,"2014-09-12 11:15:07.263"
306,"NULL","382",3,"2014-09-12 11:15:07.263"
307,"NULL","1482",1,"2014-09-12 11:15:07.263"
308,"NULL","774",1,"2014-09-12 11:15:07.263"
309,"NULL","372",4,"2014-09-12 11:15:07.263"
310,"NULL","1480",3,"2014-09-12 11:15:07.263"
311,"NULL","776",4,"2014-09-12 11:15:07.263"
312,"NULL","370",4,"2014-09-12 11:15:07.263"
313,"NULL","1478",4,"2014-09-12 11:15:07.263"
314,"NULL","778",5,"2014-09-12 11:15:07.263"
315,"NULL","440",5,"2014-09-12 11:15:07.263"
316,"NULL","1476",6,"2014-09-12 11:15:07.263"
317,"NULL","780",6,"2014-09-12 11:15:07.263"
318,"NULL","438",6,"2014-09-12 11:15:07.263"
319,"NULL","1474",7,"2014-09-12 11:15:07.263"
320,"NULL","538",8,"2014-09-12 11:15:07.263"
321,"NULL","436",9,"2014-09-12 11:15:07.263"
322,"NULL","1472",10,"2014-09-12 11:15:07.263"
323,"NULL","540",3,"2014-09-12 11:15:07.263"
324,"NULL","2051",2,"2014-09-12 11:15:07.263"
325,"NULL","1470",1,"2014-09-12 11:15:07.263"
326,"NULL","964",1,"2014-09-12 11:15:07.263"
327,"NULL","1994",3,"2014-09-12 11:15:07.263"
328,"NULL","1992",4,"2014-09-12 11:15:07.263"
329,"NULL","470",4,"2014-09-12 11:15:07.263"
330,"NULL","966",4,"2014-09-12 11:15:07.263"
331,"NULL","1990",4,"2014-09-12 11:15:07.263"
332,"NULL","468",5,"2014-09-12 11:15:07.263"
333,"NULL","968",5,"2014-09-12 11:15:07.263"
334,"NULL","1988",6,"2014-09-12 11:15:07.263"
335,"NULL","466",6,"2014-09-12 11:15:07.263"
336,"NULL","970",6,"2014-09-12 11:15:07.263"
337,"NULL","1986",7,"2014-09-12 11:15:07.263"
338,"NULL","578",8,"2014-09-12 11:15:07.263"
339,"NULL","972",9,"2014-09-12 11:15:07.263"
340,"NULL","1984",10,"2014-09-12 11:15:07.263"
341,"NULL","576",2,"2014-09-12 11:15:07.263"
342,"NULL","974",2,"2014-09-12 11:15:07.263"
343,"NULL","1982",1,"2014-09-12 11:15:07.263"
344,"NULL","574",1,"2014-09-12 11:15:07.263"
345,"NULL","976",4,"2014-09-12 11:15:07.263"
346,"NULL","1980",3,"2014-09-12 11:15:07.263"
347,"NULL","572",4,"2014-09-12 11:15:07.263"
348,"NULL","348",3,"2014-09-12 11:15:07.263"
349,"NULL","1978",4,"2014-09-12 11:15:07.263"
350,"NULL","610",5,"2014-09-12 11:15:07.263"
351,"NULL","354",5,"2014-09-12 11:15:07.263"
352,"NULL","1236",6,"2014-09-12 11:15:07.263"
353,"NULL","608",6,"2014-09-12 11:15:07.263"
354,"NULL","356",6,"2014-09-12 11:15:07.263"
355,"NULL","1234",7,"2014-09-12 11:15:07.263"
356,"NULL","606",8,"2014-09-12 11:15:07.263"
357,"NULL","358",9,"2014-09-12 11:15:07.263"
358,"NULL","1232",10,"2014-09-12 11:15:07.263"
359,"NULL","604",2,"2014-09-12 11:15:07.263"
360,"NULL","360",3,"2014-09-12 11:15:07.263"
361,"NULL","1230",1,"2014-09-12 11:15:07.263"
362,"NULL","756",1,"2014-09-12 11:15:07.263"
363,"NULL","374",3,"2014-09-12 11:15:07.263"
364,"NULL","1228",3,"2014-09-12 11:15:07.263"
365,"NULL","754",4,"2014-09-12 11:15:07.263"
366,"NULL","376",4,"2014-09-12 11:15:07.263"
367,"NULL","1226",4,"2014-09-12 11:15:07.263"
368,"NULL","752",5,"2014-09-12 11:15:07.263"
369,"NULL","362",5,"2014-09-12 11:15:07.263"
370,"NULL","1224",6,"2014-09-12 11:15:07.263"
371,"NULL","750",6,"2014-09-12 11:15:07.263"
372,"NULL","1852",6,"2014-09-12 11:15:07.263"
373,"NULL","1222",7,"2014-09-12 11:15:07.263"
374,"NULL","748",8,"2014-09-12 11:15:07.263"
375,"NULL","1854",9,"2014-09-12 11:15:07.263"
376,"NULL","1220",10,"2014-09-12 11:15:07.263"
377,"NULL","746",3,"2014-09-12 11:15:07.263"
378,"NULL","1856",2,"2014-09-12 11:15:07.263"
379,"NULL","1218",1,"2014-09-12 11:15:07.263"
380,"NULL","744",1,"2014-09-12 11:15:07.263"
381,"NULL","1858",3,"2014-09-12 11:15:07.263"
382,"NULL","1216",4,"2014-09-12 11:15:07.263"
383,"NULL","742",4,"2014-09-12 11:15:07.263"
384,"NULL","1860",4,"2014-09-12 11:15:07.263"
385,"NULL","1214",4,"2014-09-12 11:15:07.263"
386,"NULL","740",5,"2014-09-12 11:15:07.263"
387,"NULL","1862",5,"2014-09-12 11:15:07.263"
388,"NULL","1212",6,"2014-09-12 11:15:07.263"
389,"NULL","738",6,"2014-09-12 11:15:07.263"
390,"NULL","1864",6,"2014-09-12 11:15:07.263"
391,"NULL","1210",7,"2014-09-12 11:15:07.263"
392,"NULL","736",8,"2014-09-12 11:15:07.263"
393,"NULL","1866",9,"2014-09-12 11:15:07.263"
394,"NULL","1208",10,"2014-09-12 11:15:07.263"
395,"NULL","560",3,"2014-09-12 11:15:07.263"
396,"NULL","1868",2,"2014-09-12 11:15:07.263"
397,"NULL","1206",1,"2014-09-12 11:15:07.263"
398,"NULL","558",1,"2014-09-12 11:15:07.263"
399,"NULL","1870",4,"2014-09-12 11:15:07.263"
400,"NULL","1110",3,"2014-09-12 11:15:07.263"
401,"NULL","368",1,"2014-09-12 11:15:07.263"
402,"NULL","460",4,"2014-09-12 11:15:07.263"
403,"NULL","1108",4,"2014-09-12 11:15:07.263"
404,"NULL","366",5,"2014-09-12 11:15:07.263"
405,"NULL","462",5,"2014-09-12 11:15:07.263"
406,"NULL","1106",6,"2014-09-12 11:15:07.263"
407,"NULL","380",6,"2014-09-12 11:15:07.263"
408,"NULL","464",6,"2014-09-12 11:15:07.263"
409,"NULL","1104",7,"2014-09-12 11:15:07.263"
410,"NULL","378",8,"2014-09-12 11:15:07.263"
411,"NULL","690",9,"2014-09-12 11:15:07.263"
412,"NULL","1102",10,"2014-09-12 11:15:07.263"
413,"NULL","404",2,"2014-09-12 11:15:07.263"
414,"NULL","692",2,"2014-09-12 11:15:07.263"
415,"NULL","674",1,"2014-09-12 11:15:07.263"
416,"NULL","402",1,"2014-09-12 11:15:07.263"
417,"NULL","694",4,"2014-09-12 11:15:07.263"
418,"NULL","672",3,"2014-09-12 11:15:07.263"
419,"NULL","400",4,"2014-09-12 11:15:07.263"
420,"NULL","696",4,"2014-09-12 11:15:07.263"
421,"NULL","670",4,"2014-09-12 11:15:07.263"
422,"NULL","1164",5,"2014-09-12 11:15:07.263"
423,"NULL","698",5,"2014-09-12 11:15:07.263"
424,"NULL","510",6,"2014-09-12 11:15:07.263"
425,"NULL","1162",6,"2014-09-12 11:15:07.263"
426,"NULL","562",6,"2014-09-12 11:15:07.263"
427,"NULL","508",7,"2014-09-12 11:15:07.263"
428,"NULL","1160",8,"2014-09-12 11:15:07.263"
429,"NULL","564",9,"2014-09-12 11:15:07.263"
430,"NULL","602",10,"2014-09-12 11:15:07.263"
431,"NULL","392",3,"2014-09-12 11:15:07.263"
432,"NULL","846",2,"2014-09-12 11:15:07.263"
433,"NULL","600",1,"2014-09-12 11:15:07.263"
434,"NULL","390",1,"2014-09-12 11:15:07.263"
435,"NULL","848",4,"2014-09-12 11:15:07.263"
436,"NULL","598",4,"2014-09-12 11:15:07.263"
437,"NULL","570",4,"2014-09-12 11:15:07.263"
438,"NULL","388",1,"2014-09-12 11:15:07.263"
439,"NULL","850",4,"2014-09-12 11:15:07.263"
440,"NULL","568",5,"2014-09-12 11:15:07.263"
441,"NULL","364",5,"2014-09-12 11:15:07.263"
442,"NULL","852",6,"2014-09-12 11:15:07.263"
443,"NULL","566",6,"2014-09-12 11:15:07.263"
444,"NULL","428",6,"2014-09-12 11:15:07.263"
445,"NULL","854",7,"2014-09-12 11:15:07.263"
446,"NULL","1926",8,"2014-09-12 11:15:07.263"
447,"NULL","426",9,"2014-09-12 11:15:07.263"
448,"NULL","856",10,"2014-09-12 11:15:07.263"
449,"NULL","1924",5,"2014-09-12 11:15:07.263"
450,"NULL","424",2,"2014-09-12 11:15:07.263"
451,"NULL","858",1,"2014-09-12 11:15:07.263"
452,"NULL","1922",1,"2014-09-12 11:15:07.263"
453,"NULL","926",3,"2014-09-12 11:15:07.263"
454,"NULL","860",3,"2014-09-12 11:15:07.263"
455,"NULL","1920",4,"2014-09-12 11:15:07.263"
456,"NULL","924",4,"2014-09-12 11:15:07.263"
457,"NULL","862",4,"2014-09-12 11:15:07.263"
458,"NULL","1918",5,"2014-09-12 11:15:07.263"
459,"NULL","922",5,"2014-09-12 11:15:07.263"
460,"NULL","864",6,"2014-09-12 11:15:07.263"
461,"NULL","1916",6,"2014-09-12 11:15:07.263"
462,"NULL","920",6,"2014-09-12 11:15:07.263"
463,"NULL","866",7,"2014-09-12 11:15:07.263"
464,"NULL","1914",8,"2014-09-12 11:15:07.263"
465,"NULL","918",9,"2014-09-12 11:15:07.263"
466,"NULL","868",10,"2014-09-12 11:15:07.263"
467,"NULL","1912",5,"2014-09-12 11:15:07.263"
468,"NULL","916",3,"2014-09-12 11:15:07.263"
469,"NULL","870",1,"2014-09-12 11:15:07.263"
470,"NULL","1910",1,"2014-09-12 11:15:07.263"
471,"NULL","914",4,"2014-09-12 11:15:07.263"
472,"NULL","872",3,"2014-09-12 11:15:07.263"
473,"NULL","1204",4,"2014-09-12 11:15:07.263"
474,"NULL","912",4,"2014-09-12 11:15:07.263"
475,"NULL","874",4,"2014-09-12 11:15:07.263"
476,"NULL","1202",5,"2014-09-12 11:15:07.263"
477,"NULL","910",5,"2014-09-12 11:15:07.263"
478,"NULL","1828",6,"2014-09-12 11:15:07.263"
479,"NULL","1200",6,"2014-09-12 11:15:07.263"
480,"NULL","908",6,"2014-09-12 11:15:07.263"
481,"NULL","1830",7,"2014-09-12 11:15:07.263"
482,"NULL","1198",8,"2014-09-12 11:15:07.263"
483,"NULL","906",9,"2014-09-12 11:15:07.263"
484,"NULL","1832",10,"2014-09-12 11:15:07.263"
485,"NULL","306",5,"2014-09-12 11:15:07.263"
486,"NULL","904",2,"2014-09-12 11:15:07.263"
487,"NULL","1834",1,"2014-09-12 11:15:07.263"
488,"NULL","304",1,"2014-09-12 11:15:07.263"
489,"NULL","902",4,"2014-09-12 11:15:07.263"
